id,stream,instrument,direction,entry_price,exit_price,stop_loss,take_profit,position_size,pnl,pnl_pips,status,opened_at,closed_at
1,strategy,USD_JPY,long,151.91815466966906,,151.66824367620947,152.29302115985845,1334.0,,,open,2026-03-19 07:31:27,
2,strategy,USD_CHF,long,0.8973676391366299,,0.896137535759088,0.8992127942029426,270977.0,,,open,2026-03-19 07:31:27,
